park_name,park_code,states,designation,latitude,longitude,num_activities,num_topics,num_entrance_fees,description_length,has_camping,has_fishing,has_wildlife,has_biking,has_boating
Fort Raleigh National Historic Site,fora,NC,National Historic Site,35.93278602,-75.71496865,7,20,0,400,False,False,False,False,False
Fort Scott National Historic Site,fosc,KS,National Historic Site,37.84358849,-94.70429174,8,22,0,387,False,False,False,False,False
Fort Smith National Historic Site,fosm,"AR,OK",National Historic Site,35.38834746,-94.43129079,7,24,0,388,False,False,False,False,False
Fort Stanwix National Monument,fost,NY,National Monument,43.21053441,-75.45557626,25,32,0,399,False,False,False,True,False
Fort Sumter and Fort Moultrie National Historical Park,fosu,SC,National Historical Park,32.75654469,-79.87068744,23,55,1,400,False,True,True,False,True
Fort Union National Monument,foun,NM,National Monument,35.90700629,-105.0145185,7,12,0,328,False,False,False,False,False
Fort Union Trading Post National Historic Site,fous,"MT,ND",National Historic Site,48.00075828,-104.0375238,14,6,0,392,False,False,False,False,False
Fort Vancouver National Historic Site,fova,"OR,WA",National Historic Site,45.62234841,-122.6617043,15,16,1,393,False,False,True,True,False
Fort Washington Park,fowa,MD,Park,38.7117,-77.0302,8,12,0,247,False,True,False,False,False
Fossil Butte National Monument,fobu,WY,National Monument,41.85635223,-110.7624754,7,3,0,364,False,False,True,False,False
Frances Perkins National Monument,frpe,ME,National Monument,44.0052,-69.5568,0,0,0,385,False,False,False,False,False
Franklin Delano Roosevelt Memorial,frde,DC,,38.88341274,-77.04311542,8,3,0,213,False,False,True,False,False
Frederick Douglass National Historic Site,frdo,DC,National Historic Site,38.86298458,-76.98508147,7,10,1,387,False,False,False,False,False
Frederick Law Olmsted National Historic Site,frla,MA,National Historic Site,42.32424266,-71.13202567,6,6,0,400,False,False,False,False,False
Fredericksburg & Spotsylvania National Military Park,frsp,VA,National Military Park,38.29378,-77.46734,15,27,0,398,False,False,False,True,False
Freedom Riders National Monument,frri,AL,National Monument,33.635269165,-85.9064331055,4,9,0,394,False,False,False,False,False
Friendship Hill National Historic Site,frhi,PA,National Historic Site,39.77543423,-79.92504169,11,21,0,371,False,False,True,False,False
Gates Of The Arctic National Park & Preserve,gaar,AK,National Park & Preserve,67.75961636,-153.2917758,16,15,0,369,True,False,False,False,False
Gateway Arch National Park,jeff,MO,National Park,38.6258069,-90.1892508,15,17,1,276,False,False,False,True,False
Gateway National Recreation Area,gate,"NY,NJ",National Recreation Area,40.56536246,-73.9171087,9,15,0,396,True,True,False,True,True
Gauley River National Recreation Area,gari,WV,National Recreation Area,38.20614947,-81.00420836,10,9,0,307,True,True,False,False,True
General Grant National Memorial,gegr,NY,National Memorial,40.81332817,-73.96331542,6,8,0,390,False,False,False,False,False
George Rogers Clark National Historical Park,gero,IN,National Historical Park,38.67912659,-87.53545212,15,12,0,399,False,True,False,False,False
George Washington Birthplace National Monument,gewa,VA,National Monument,38.19362603,-76.92079458,14,26,0,385,False,True,True,False,False
George Washington Carver National Monument,gwca,MO,National Monument,36.9871322,-94.35522737,13,19,0,284,False,False,False,False,False
George Washington Memorial Parkway,gwmp,"DC,MD,VA",Memorial Parkway,38.9628,-77.1495,8,13,0,313,False,False,True,True,False
Gettysburg National Military Park,gett,PA,National Military Park,39.81557366,-77.23246758,22,27,0,365,False,False,True,True,False
Gila Cliff Dwellings National Monument,gicl,NM,National Monument,33.22715258,-108.2706711,21,41,0,391,True,False,True,False,False
Glacier Bay National Park & Preserve,glba,AK,National Park & Preserve,58.80086718,-136.8407579,31,19,0,363,True,True,True,False,True
Glacier National Park,glac,MT,National Park,48.68414678,-113.8009306,45,42,8,305,True,True,False,True,True
Glen Canyon National Recreation Area,glca,"AZ,UT",National Recreation Area,36.9357464677,-111.485594268,28,22,7,352,True,True,False,True,True
Glen Echo Park,glec,MD,Park,38.96912315,-77.14012206,6,4,0,397,False,False,False,False,False
Gloria Dei Church National Historic Site,glde,PA,National Historic Site,39.93435005,-75.14398924,1,5,0,199,False,False,False,False,False
Golden Gate National Recreation Area,goga,CA,National Recreation Area,37.85982543,-122.6007386,26,93,0,399,True,True,True,True,False
Golden Spike National Historical Park,gosp,UT,National Historical Park,41.61947508,-112.5242653,14,12,3,361,False,False,False,False,False
Governors Island National Monument,gois,NY,National Monument,40.69164233,-74.01670765,10,15,0,370,False,False,False,True,False
Grand Canyon National Park,grca,AZ,National Park,36.0001165336,-112.121516363,32,37,4,387,True,True,True,True,True
Grand Canyon-Parashant National Monument,para,AZ,National Monument,36.41535465,-113.6682797,10,8,0,400,True,False,False,True,False
Grand Portage National Monument,grpo,MN,National Monument,47.99294217,-89.75573031,28,19,0,399,True,False,True,False,False
Grand Teton National Park,grte,WY,National Park,43.81853565,-110.7054666,54,22,9,344,True,True,True,True,True
Grant-Kohrs Ranch National Historic Site,grko,MT,National Historic Site,46.41358923,-112.7467024,11,4,0,327,False,True,True,False,False
Great Basin National Park,grba,NV,National Park,38.94617378,-114.2579782,35,5,0,396,True,True,True,True,False
Great Egg Harbor River,greg,NJ,,39.3042,-74.6497,24,19,0,400,True,True,True,True,True
Great Falls Park,grfa,VA,Park,38.98776107,-77.25128326,5,12,8,373,False,False,False,False,False
Great Sand Dunes National Park & Preserve,grsa,CO,National Park & Preserve,37.79256812,-105.5919572,56,58,8,329,True,True,True,True,False
Great Smoky Mountains National Park,grsm,"NC,TN",National Park,35.60116374,-83.50818326,36,0,0,363,True,True,True,True,False
Green Springs,grsp,VA,,38.037099,-78.189823,3,8,0,394,False,False,False,True,False
Greenbelt Park,gree,MD,Park,38.98328267,-76.89722133,9,4,0,102,True,False,True,False,False
Guadalupe Mountains National Park,gumo,TX,National Park,31.92304462,-104.885527,20,20,2,382,True,False,True,False,False
Guilford Courthouse National Military Park,guco,NC,National Military Park,36.13225478,-79.8424561,14,15,0,352,False,False,False,True,False
Gulf Islands National Seashore,guis,"FL,MS",National Seashore,30.3211,-87.2304,44,38,3,210,True,True,True,True,True
Hagerman Fossil Beds National Monument,hafo,ID,National Monument,42.79074114,-114.9443074,14,7,0,366,False,False,True,False,False
Haleakalā National Park,hale,HI,National Park,20.70693015,-156.1591775,8,7,7,374,True,False,False,False,False
Hamilton Grange National Memorial,hagr,NY,National Memorial,40.81871605,-73.94878487,7,3,0,332,False,False,False,False,False
Hampton National Historic Site,hamp,MD,National Historic Site,39.4175296,-76.58781182,20,44,0,363,False,False,True,True,False
Harmony Hall,haha,MD,,38.74646351,-77.00377069,2,2,0,393,False,False,True,False,False
Harpers Ferry National Historical Park,hafe,"WV,VA,MD",National Historical Park,39.31865949,-77.74088546,6,20,3,363,False,False,False,False,False
Harriet Tubman National Historical Park,hart,NY,National Historical Park,42.9128920287,-76.5646715462,5,28,0,392,False,False,False,False,False
Harriet Tubman Underground Railroad National Historical Park,hatu,MD,National Historical Park,38.4548643511,-76.1373451376,6,13,0,393,False,False,False,False,False
Harry S Truman National Historic Site,hstr,MO,National Historic Site,38.92711967,-94.5162488,7,5,0,331,False,False,False,False,False
Hawaiʻi Volcanoes National Park,havo,HI,National Park,19.3355036,-155.4700257,17,12,6,364,True,False,True,True,False
Herbert Hoover National Historic Site,heho,IA,National Historic Site,41.66793558,-91.35232139,13,15,0,393,False,False,True,False,False
Historic Jamestowne Part of Colonial National Historical Park,jame,VA,Part of Colonial National Historical Park,37.2065,-76.7538,5,1,1,391,False,False,False,False,False
Home Of Franklin D Roosevelt National Historic Site,hofr,NY,National Historic Site,41.76639758,-73.92516857,6,1,2,389,False,False,False,False,False
Homestead National Historical Park,home,NE,National Historical Park,40.28802381,-96.83387781,15,23,0,397,False,False,True,False,False
Honouliuli National Historic Site,hono,HI,National Historic Site,21.38817536,-158.0574991,2,6,0,251,False,False,False,False,False
Hopewell Culture National Historical Park,hocu,OH,National Historical Park,39.31594374,-83.08049456,11,6,0,390,False,False,False,True,False
Hopewell Furnace National Historic Site,hofu,PA,National Historic Site,40.20610637,-75.76766355,30,52,0,352,False,False,True,True,False
Horseshoe Bend National Military Park,hobe,AL,National Military Park,32.97668879,-85.73413589,38,25,0,368,False,True,True,True,True
Hot Springs National Park,hosp,AR,National Park,34.52414366,-93.06332936,20,29,0,399,True,True,True,True,False
Hovenweep National Monument,hove,"CO,UT",National Monument,37.39134092,-109.0047977,8,4,3,340,True,False,False,False,False
Hubbell Trading Post National Historic Site,hutr,AZ,National Historic Site,35.70727324,-109.5599515,5,4,0,399,False,False,False,False,False
Ice Age Floods National Geologic Trail,iafl,"WA,OR,ID,MT",National Geologic Trail,46.5669309008,-118.992564971,4,3,0,389,False,False,False,False,False
Ice Age National Scenic Trail,iatr,WI,National Scenic Trail,43.9895697794,-89.5612021706,11,11,0,355,True,True,True,False,False
Independence National Historical Park,inde,PA,National Historical Park,39.94746112,-75.14794157,8,24,1,316,False,False,False,False,False
Indiana Dunes National Park,indu,IN,National Park,41.63765525,-87.09647445,35,12,7,399,True,True,True,True,True
Isle Royale National Park,isro,MI,National Park,48.01145819,-88.82780657,35,29,1,384,True,True,True,False,True
Iñupiat Heritage Center,inup,AK,,71.29832445,-156.7535863,2,1,0,395,False,False,False,False,False
James A Garfield National Historic Site,jaga,OH,National Historic Site,41.66486549,-81.35086557,7,6,0,395,False,False,False,False,False
Jean Lafitte National Historical Park and Preserve,jela,LA,National Historical Park and Preserve,29.81739855,-90.1402241,24,44,0,397,False,True,True,False,False
Jewel Cave National Monument,jeca,SD,National Monument,43.73102945,-103.829994,10,9,0,396,False,False,True,False,False
Jimmy Carter National Historical Park,jica,GA,National Historical Park,32.03611,-84.3924,8,5,0,305,False,False,False,True,False
John Day Fossil Beds National Monument,joda,OR,National Monument,44.62566508,-119.8811491,6,6,0,396,False,False,False,False,False
John Fitzgerald Kennedy National Historic Site,jofi,MA,National Historic Site,42.34693694,-71.12323846,6,6,0,369,False,False,False,False,False
John Muir National Historic Site,jomu,CA,National Historic Site,37.9828422,-122.1326097,7,7,0,391,False,False,True,False,False
Johnstown Flood National Memorial,jofl,PA,National Memorial,40.34584534,-78.77448601,5,20,0,377,False,False,False,False,False
Joshua Tree National Park,jotr,CA,National Park,33.91418525,-115.8398125,29,20,3,399,True,False,True,True,False
Juan Bautista de Anza National Historic Trail,juba,"AZ,CA",National Historic Trail,33.8743390994,-117.224179857,16,9,0,363,False,False,False,True,False
Kalaupapa National Historical Park,kala,HI,National Historical Park,21.1731108,-156.9511609,3,5,0,394,False,False,False,False,False
Kaloko-Honokōhau National Historical Park,kaho,HI,National Historical Park,19.68083237,-156.0306932,14,2,0,300,False,True,True,True,False
Katahdin Woods and Waters National Monument,kaww,ME,National Monument,45.9567565918,-68.7122879028,22,14,0,230,True,True,True,True,False
Katmai National Park & Preserve,katm,AK,National Park & Preserve,58.62235668,-155.0126574,23,35,0,386,True,True,True,False,True
Kenai Fjords National Park,kefj,AK,National Park,59.81804414,-150.106502,38,33,0,340,True,True,True,False,True
Kenilworth Park & Aquatic Gardens,keaq,DC,,38.9128,-76.9434,13,22,0,377,False,False,True,False,False
Kennesaw Mountain National Battlefield Park,kemo,GA,National Battlefield Park,33.95370717,-84.59214186,8,13,6,319,False,False,False,True,False
Keweenaw National Historical Park,kewe,MI,National Historical Park,47.1792308,-88.52275344,15,6,0,386,False,False,False,True,False
Kings Mountain National Military Park,kimo,SC,National Military Park,35.13900723,-81.38978712,5,6,0,349,False,False,False,False,False
Klondike Gold Rush - Seattle Unit National Historical Park,klse,WA,National Historical Park,47.5993663,-122.3319664,5,5,0,352,False,False,False,False,False
Klondike Gold Rush National Historical Park,klgo,AK,National Historical Park,59.61042373,-135.2618535,24,52,0,297,True,False,True,False,False
Knife River Indian Villages National Historic Site,knri,ND,National Historic Site,47.3540219,-101.3860533,23,15,0,277,False,True,True,False,False
Kobuk Valley National Park,kova,AK,National Park,67.35631336,-159.2002293,19,11,0,396,True,True,True,False,True
Korean War Veterans Memorial,kowa,DC,,38.88784226,-77.04773857,3,2,0,166,False,False,False,False,False
LBJ Memorial Grove on the Potomac,lyba,DC,,38.87858036,-77.05145832,9,8,0,399,False,False,True,True,False
Lake Clark National Park & Preserve,lacl,AK,National Park & Preserve,60.57405857,-153.55535,39,42,0,298,True,True,True,True,True
Lake Mead National Recreation Area,lake,"AZ,NV",National Recreation Area,35.96622528,-114.3469067,48,38,9,292,True,True,True,True,True
Lake Meredith National Recreation Area,lamr,TX,National Recreation Area,35.61926203,-101.6820066,20,4,0,393,True,True,False,True,True
Lake Roosevelt National Recreation Area,laro,WA,National Recreation Area,48.17148735,-118.3513713,32,16,0,390,True,True,False,False,True
Lassen Volcanic National Park,lavo,CA,National Park,40.49354575,-121.4075993,47,37,11,235,True,True,True,True,True
Lava Beds National Monument,labe,CA,National Monument,41.75915823,-121.5172189,28,30,3,382,True,False,True,True,False
Lewis & Clark National Historic Trail,lecl,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,41.2646141052,-95.9245147705,14,45,0,381,False,True,True,True,True
Lewis and Clark National Historical Park,lewi,"OR,WA",National Historical Park,46.21178735,-123.9638583,21,19,1,324,False,True,True,False,False
Lincoln Boyhood National Memorial,libo,IN,National Memorial,38.11817004,-86.99656861,18,4,0,281,False,False,True,True,False
Lincoln Home National Historic Site,liho,IL,National Historic Site,39.79715642,-89.64513397,18,17,0,384,False,False,True,False,False
Lincoln Memorial,linc,DC,,38.88927229,-77.05017778,6,9,0,259,False,False,False,False,False
Little Bighorn Battlefield National Monument,libi,MT,National Monument,45.55633048,-107.4183614,9,10,7,399,False,False,False,False,False
Little River Canyon National Preserve,liri,AL,National Preserve,34.41461863,-85.61734327,29,24,2,390,False,True,True,True,False
Little Rock Central High School National Historic Site,chsc,AR,National Historic Site,34.7369465,-92.29987899,6,2,0,387,False,False,False,False,False
Longfellow House Washington's Headquarters National Historic Site,long,MA,National Historic Site,42.37698854,-71.12636956,9,31,0,377,False,False,False,False,False
Lowell National Historical Park,lowe,MA,National Historical Park,42.6455371,-71.31588673,17,14,0,356,False,False,False,False,True
Lower Delaware National Wild and Scenic River,lode,"PA,NJ",National Wild and Scenic River,40.4000389,-74.983737,10,13,0,344,True,True,False,False,True
Lower East Side Tenement Museum National Historic Site,loea,NY,National Historic Site,40.7187683,-73.99001245,8,26,2,396,False,False,False,False,False
Lyndon B Johnson National Historical Park,lyjo,TX,National Historical Park,30.2519655,-98.60692433,7,16,0,346,False,False,False,False,False
Maggie L Walker National Historic Site,mawa,VA,National Historic Site,37.54781499,-77.43746979,5,9,0,387,False,False,False,False,False
Maine Acadian Culture,maac,ME,,47.25102114,-68.59447532,4,6,0,392,False,True,False,False,False
Mammoth Cave National Park,maca,KY,National Park,37.19760458,-86.13090198,35,44,0,285,True,True,True,True,True
Manassas National Battlefield Park,mana,VA,National Battlefield Park,38.81710063,-77.5353468,9,9,0,325,False,True,False,False,False
Manhattan Project National Historical Park,mapr,"NM,WA,TN",National Historical Park,35.88096,-106.30214,4,7,0,387,False,False,False,False,False
Manzanar National Historic Site,manz,CA,National Historic Site,36.72559195,-118.1547177,15,31,0,348,False,False,True,True,False
Marsh - Billings - Rockefeller National Historical Park,mabi,VT,National Historical Park,43.63348732,-72.53424638,26,43,0,366,False,False,True,False,False
"Martin Luther King, Jr. Memorial",mlkm,DC,,38.8862276865,-77.0442195534,6,4,0,302,False,False,False,False,False
"Martin Luther King, Jr. National Historical Park",malu,GA,National Historical Park,33.75618241,-84.37256768,6,4,0,395,False,False,False,False,False
Martin Van Buren National Historic Site,mava,NY,National Historic Site,42.36819596,-73.70834257,12,1,0,390,False,False,True,False,False
Mary McLeod Bethune Council House National Historic Site,mamc,DC,National Historic Site,38.90819107,-77.03096742,7,17,0,397,False,False,False,False,False
Medgar and Myrlie Evers Home National Monument,memy,MS,National Monument,32.34096274,-90.21264553,0,6,0,393,False,False,False,False,False
Mesa Verde National Park,meve,CO,National Park,37.23908345,-108.4624032,20,11,6,397,True,False,True,True,False
Mill Springs Battlefield National Monument,misp,KY,National Monument,37.0688158602,-84.7375361304,5,5,0,231,False,False,False,False,False
Minidoka National Historic Site,miin,"ID,WA",National Historic Site,42.678,-114.2465,4,6,0,394,False,False,False,False,False
Minute Man National Historical Park,mima,MA,National Historical Park,42.4562778,-71.30738884,8,16,0,269,False,False,False,False,False
Minuteman Missile National Historic Site,mimi,SD,National Historic Site,43.89558013,-102.0272131,6,8,0,390,False,False,False,False,False
Mississippi National River & Recreation Area,miss,MN,National River & Recreation Area,44.942487,-93.098712,26,14,0,353,False,True,True,True,True
Missouri National Recreational River,mnrr,"SD,NE",National Recreational River,42.7882189,-97.59077822,44,44,0,354,True,True,True,True,True
Mojave National Preserve,moja,CA,National Preserve,35.12485941,-115.5168258,32,37,0,388,True,False,True,True,False
Monocacy National Battlefield,mono,MD,National Battlefield,39.36084236,-77.39637677,18,18,0,387,False,False,False,False,False
Montezuma Castle National Monument,moca,AZ,National Monument,34.62237771,-111.8147857,14,14,1,301,True,False,True,False,False
Moores Creek National Battlefield,mocr,NC,National Battlefield,34.45820776,-78.11031134,14,31,0,384,False,True,False,False,False
Mormon Pioneer National Historic Trail,mopi,"IL,IA,NE,UT,WY",National Historic Trail,41.2650321741,-101.84083756,9,14,0,188,False,False,False,False,False
Morristown National Historical Park,morr,NJ,National Historical Park,40.7650755,-74.53455122,20,9,0,385,False,False,True,True,False
Mount Rainier National Park,mora,WA,National Park,46.86075416,-121.7043885,36,47,7,399,True,True,True,True,False
Mount Rushmore National Memorial,moru,SD,National Memorial,43.88037021,-103.4525186,10,9,0,398,False,False,False,False,False
Muir Woods National Monument,muwo,CA,National Monument,37.89658027,-122.5808047,9,9,1,343,False,False,True,False,False
Natchez National Historical Park,natc,MS,National Historical Park,31.54697621,-91.39040665,7,5,0,201,False,False,False,False,False
Natchez Trace National Scenic Trail,natt,"AL,MS,TN",National Scenic Trail,34.330290333,-88.7100104094,3,1,0,299,False,False,False,False,False
Natchez Trace Parkway,natr,"AL,MS,TN",Parkway,33.78002293,-89.03092439,29,21,0,388,True,True,True,True,False
National Capital Parks-East,nace,DC,,38.8659,-76.994,1,12,0,379,False,False,False,True,False
National Mall and Memorial Parks,nama,DC,,38.8899,-77.026,18,13,0,387,False,True,True,True,True
National Park of American Samoa,npsa,AS,,-14.22865935,-169.8503777,21,14,0,295,False,False,True,False,False
National Parks of New York Harbor,npnh,NY,,40.6632,-74.0451,37,41,0,389,True,True,True,True,True
Natural Bridges National Monument,nabr,UT,National Monument,37.6045329,-110.0022436,8,6,3,373,True,False,False,False,False
